window,hidden,lr,weight_decay,batch,loss,config_id,seed,train_end,validation_end,best_epoch,epochs_run,naive_mae,mae,gain_percent
60,8,0.001,0.001,64,mae,1967,42,874,999,0,10,5.986080000000007,5.986080000000007,0.0
60,32,3e-05,0.1,32,mse,1963,42,874,999,1,11,5.986080000000007,5.9858261282769325,0.004241034584817616
20,8,0.0001,0.01,256,mse,1968,42,874,999,16,26,5.986080000000007,5.984653004841839,0.023838558090916173
10,16,3e-05,0.0,64,mse,1971,42,874,999,0,10,5.986080000000007,5.986080000000007,0.0
20,4,3e-05,0.001,32,mse,1965,42,874,999,16,26,5.986080000000007,5.984574001565266,0.02515834126408656
30,32,3e-05,0.0,64,mse,1969,42,874,999,1,11,5.986080000000007,5.985920696378138,0.0026612344283583056
10,32,0.003,0.0,256,mae,1974,42,874,999,0,10,5.986080000000007,5.986080000000007,0.0
10,32,0.001,0.001,64,mae,1973,42,874,999,0,10,5.986080000000007,5.986080000000007,0.0
20,24,0.003,0.0,256,mae,1975,42,874,999,0,10,5.986080000000007,5.986080000000007,0.0
20,32,0.0003,0.001,32,mse,1972,42,874,999,2,12,5.986080000000007,5.984216364344591,0.031132822404922322
20,24,0.0001,0.001,64,mse,1976,42,874,999,2,12,5.986080000000007,5.985348704524108,0.012216600444692194
5,32,3e-05,0.01,32,mae,1977,42,874,999,0,10,5.986080000000007,5.986080000000007,0.0
10,4,0.0003,0.001,64,mae,1978,42,874,999,0,10,5.986080000000007,5.986080000000007,0.0
10,16,0.003,0.0,64,mse,1970,42,874,999,42,52,5.986080000000007,5.983562634120468,0.04205366248929421
5,16,0.0003,0.1,64,mae,1980,42,874,999,0,10,5.986080000000007,5.986080000000007,0.0
30,32,0.003,0.001,64,mae,1979,42,874,999,0,10,5.986080000000007,5.986080000000007,0.0
5,16,3e-05,0.001,64,mse,1983,42,874,999,0,10,5.986080000000007,5.986080000000007,0.0
5,16,3e-05,0.1,32,mae,1982,42,874,999,0,10,5.986080000000007,5.986080000000007,0.0
20,32,3e-05,0.0,256,mse,1981,42,874,999,14,24,5.986080000000007,5.985041377847717,0.017350622649381364
60,8,0.003,0.0,256,mse,1985,42,874,999,2,12,5.986080000000007,5.984748375309697,0.022245354059924338
10,64,0.0001,0.0,256,mse,1984,42,874,999,9,19,5.986080000000007,5.983618690800516,0.04111721192318063
30,16,0.001,0.01,64,mae,1987,42,874,999,0,10,5.986080000000007,5.986080000000007,0.0
20,32,0.001,0.01,256,mae,1988,42,874,999,0,10,5.986080000000007,5.986080000000007,0.0
5,8,0.001,0.1,256,mae,1991,42,874,999,0,10,5.986080000000007,5.986080000000007,0.0
20,4,0.001,0.01,64,mse,1989,42,874,999,1,11,5.986080000000007,5.985672853788748,0.00680154978315306
60,16,0.0001,0.0,64,mae,1992,42,874,999,0,10,5.986080000000007,5.986080000000007,0.0
60,16,0.0003,0.1,32,mae,1990,42,874,999,0,10,5.986080000000007,5.986080000000007,0.0
20,4,3e-05,0.1,32,mae,1993,42,874,999,0,10,5.986080000000007,5.986080000000007,0.0
60,32,0.001,0.0,64,mse,1986,42,874,999,6,16,5.986080000000007,5.985193331413513,0.01481217401863022
20,24,3e-05,0.01,256,mae,1997,42,874,999,0,10,5.986080000000007,5.986080000000007,0.0
60,4,0.001,0.01,256,mse,1995,42,874,999,1,11,5.986080000000007,5.985985486655348,0.0015788854251685969
10,24,3e-05,0.1,64,mae,1996,42,874,999,0,10,5.986080000000007,5.986080000000007,0.0
5,4,3e-05,0.0,256,mse,1994,42,874,999,60,60,5.986080000000007,5.98354145625401,0.04240744771197846
5,32,0.0001,0.1,256,mse,2000,42,874,999,1,11,5.986080000000007,5.985710178194391,0.006178029789383199
30,8,0.001,0.1,256,mae,2001,42,874,999,0,10,5.986080000000007,5.986080000000007,0.0
30,24,0.0003,0.1,256,mae,1999,42,874,999,0,10,5.986080000000007,5.986080000000007,0.0
10,32,3e-05,0.0,64,mae,2002,42,874,999,0,10,5.986080000000007,5.986080000000007,0.0
30,4,0.0001,0.1,64,mae,2004,42,874,999,0,10,5.986080000000007,5.986080000000007,0.0
10,64,0.0003,0.0,32,mse,2003,42,874,999,1,11,5.986080000000007,5.984202646860245,0.031361978786825784
60,32,0.0001,0.01,32,mae,1998,42,874,999,0,10,5.986080000000007,5.986080000000007,0.0
60,8,3e-05,0.1,32,mse,2005,42,874,999,1,11,5.986080000000007,5.985987475764656,0.0015456565123028732
10,24,0.001,0.0,32,mae,2007,42,874,999,0,10,5.986080000000007,5.986080000000007,0.0
20,64,0.001,0.01,64,mse,2006,42,874,999,1,11,5.986080000000007,5.982646489951191,0.05735823859381872
30,4,0.0003,0.001,32,mae,2008,42,874,999,0,10,5.986080000000007,5.986080000000007,0.0
60,24,0.0003,0.1,256,mae,2009,42,874,999,0,10,5.986080000000007,5.986080000000007,0.0
20,24,0.003,0.1,64,mae,2011,42,874,999,0,10,5.986080000000007,5.986080000000007,0.0
10,32,0.0003,0.0,32,mse,2013,42,874,999,2,12,5.986080000000007,5.984179361969137,0.03175096274808942
10,32,0.0003,0.01,32,mse,2012,42,874,999,2,12,5.986080000000007,5.98418038390207,0.03173389092590018
60,24,0.001,0.0,64,mse,2010,42,874,999,3,13,5.986080000000007,5.984025183463365,0.034326579942833835
30,24,3e-05,0.1,32,mae,2014,42,874,999,0,10,5.986080000000007,5.986080000000007,0.0
5,16,0.001,0.1,32,mae,2016,42,874,999,0,10,5.986080000000007,5.986080000000007,0.0
30,8,0.0001,0.1,32,mse,2015,42,874,999,1,11,5.986080000000007,5.985999317717484,0.0013478316782222777
60,4,0.0003,0.0,64,mse,2017,42,874,999,4,14,5.986080000000007,5.984676508486318,0.023445919761999612
5,4,3e-05,0.1,256,mse,2018,42,874,999,60,60,5.986080000000007,5.983541967220477,0.042398911800889394
20,16,3e-05,0.1,32,mse,2020,42,874,999,0,10,5.986080000000007,5.986080000000007,0.0
30,24,3e-05,0.1,256,mae,2023,42,874,999,0,10,5.986080000000007,5.986080000000007,0.0
60,24,0.0003,0.1,32,mae,2019,42,874,999,0,10,5.986080000000007,5.986080000000007,0.0
5,4,0.001,0.01,64,mae,2025,42,874,999,0,10,5.986080000000007,5.986080000000007,0.0
10,8,0.003,0.0,64,mse,2024,42,874,999,4,14,5.986080000000007,5.9847508737595785,0.022203616397187265
10,8,3e-05,0.001,64,mse,2026,42,874,999,1,11,5.986080000000007,5.986074025622873,9.980449867663665e-05
60,16,3e-05,0.1,256,mse,2021,42,874,999,26,36,5.986080000000007,5.98499888983381,0.018060402904696016
10,32,0.003,0.0,64,mae,2027,42,874,999,0,10,5.986080000000007,5.986080000000007,0.0
20,16,0.003,0.0,256,mae,2030,42,874,999,0,10,5.986080000000007,5.986080000000007,0.0
20,4,0.0001,0.1,256,mse,2028,42,874,999,5,15,5.986080000000007,5.985055803637024,0.017109633733325413
5,32,0.001,0.1,256,mae,2031,42,874,999,0,10,5.986080000000007,5.986080000000007,0.0
5,8,0.0003,0.1,256,mse,2033,42,874,999,1,11,5.986080000000007,5.98575498602289,0.0054294960494583044
30,4,0.0003,0.01,32,mae,2029,42,874,999,0,10,5.986080000000007,5.986080000000007,0.0
30,24,0.003,0.1,64,mae,2032,42,874,999,0,10,5.986080000000007,5.986080000000007,0.0
20,8,0.001,0.0,64,mae,2036,42,874,999,0,10,5.986080000000007,5.986080000000007,0.0
30,32,3e-05,0.1,256,mae,2035,42,874,999,0,10,5.986080000000007,5.986080000000007,0.0
20,8,0.0003,0.001,32,mse,2034,42,874,999,4,14,5.986080000000007,5.984114036871785,0.0328422461481126
5,16,0.0003,0.0,256,mae,2038,42,874,999,0,10,5.986080000000007,5.986080000000007,0.0
5,24,0.0001,0.1,256,mse,2039,42,874,999,1,11,5.986080000000007,5.985659985565438,0.0070165189000048755
5,64,0.0001,0.1,32,mae,2040,42,874,999,0,10,5.986080000000007,5.986080000000007,0.0
20,24,0.0003,0.001,32,mse,2041,42,874,999,2,12,5.986080000000007,5.984476524072768,0.026786744033480137
60,16,0.001,0.1,64,mse,2042,42,874,999,6,16,5.986080000000007,5.985232204169994,0.014162788168781137
60,32,3e-05,0.001,64,mse,2022,42,874,999,37,47,5.986080000000007,5.984628596366829,0.02424631199681171
20,16,0.001,0.001,64,mse,2045,42,874,999,2,12,5.986080000000007,5.984360338159555,0.02872767888922878
60,8,0.0003,0.01,32,mae,2044,42,874,999,0,10,5.986080000000007,5.986080000000007,0.0
10,32,0.0001,0.0,32,mae,2046,42,874,999,0,10,5.986080000000007,5.986080000000007,0.0
10,16,0.0001,0.01,256,mse,2048,42,874,999,1,11,5.986080000000007,5.986063373937323,0.0002777454141122959
30,24,0.001,0.01,32,mse,2043,42,874,999,21,31,5.986080000000007,5.9834524225844055,0.04389479284609976
60,24,0.0001,0.1,32,mse,2037,42,874,999,23,33,5.986080000000007,5.984134216658993,0.03250513426172885
20,8,0.001,0.01,32,mae,2051,42,874,999,0,10,5.986080000000007,5.986080000000007,0.0
5,64,0.003,0.0,32,mse,2050,42,874,999,4,14,5.986080000000007,5.986039115906422,0.0006829860874746352
60,8,0.001,0.0,32,mse,2047,42,874,999,19,29,5.986080000000007,5.98310000182982,0.04978213071303861
5,64,3e-05,0.1,32,mse,2052,42,874,999,1,11,5.986080000000007,5.9858136685561965,0.0044491794932710604
10,8,0.0003,0.0,32,mae,2053,42,874,999,0,10,5.986080000000007,5.986080000000007,0.0
5,4,3e-05,0.001,32,mse,2055,42,874,999,1,11,5.986080000000007,5.985946284006514,0.0022337822664253437
60,16,0.003,0.1,64,mse,2049,42,874,999,25,35,5.986080000000007,5.983513581339803,0.04287310995182425
10,64,0.001,0.001,256,mse,2056,42,874,999,8,18,5.986080000000007,5.9833150579917875,0.046189526505158174
10,24,0.003,0.1,64,mae,2057,42,874,999,0,10,5.986080000000007,5.986080000000007,0.0
30,16,3e-05,0.01,256,mse,2059,42,874,999,1,11,5.986080000000007,5.986058814544254,0.000353912005068846
60,16,0.003,0.01,256,mse,2060,42,874,999,2,12,5.986080000000007,5.984185054434128,0.03165586771107787
10,24,3e-05,0.0,64,mae,2061,42,874,999,0,10,5.986080000000007,5.986080000000007,0.0
60,32,0.003,0.01,32,mse,2058,42,874,999,0,10,5.986080000000007,5.986080000000007,0.0
5,32,0.0001,0.0,32,mse,2063,42,874,999,1,11,5.986080000000007,5.986028403500893,0.0008619413558452749
5,24,0.001,0.001,64,mae,2064,42,874,999,0,10,5.986080000000007,5.986080000000007,0.0
60,64,0.0003,0.0,256,mae,2054,42,874,999,0,10,5.986080000000007,5.986080000000007,0.0
30,4,0.003,0.1,256,mse,2066,42,874,999,2,12,5.986080000000007,5.982967522185088,0.051995259250114945
30,16,0.0003,0.0,256,mse,2065,42,874,999,7,17,5.986080000000007,5.9839128494512,0.03620316716126393
10,8,0.003,0.1,256,mse,2069,42,874,999,6,16,5.986080000000007,5.983202364270193,0.04807212282185169
5,16,3e-05,0.01,32,mse,2070,42,874,999,0,10,5.986080000000007,5.986080000000007,0.0
20,4,0.0001,0.0,32,mse,2067,42,874,999,5,15,5.986080000000007,5.984540512796284,0.025717785324019804
10,24,0.0003,0.1,64,mae,2072,42,874,999,0,10,5.986080000000007,5.986080000000007,0.0
10,24,0.0003,0.0,32,mse,2071,42,874,999,2,12,5.986080000000007,5.984203511572731,0.031347533398762284
10,16,3e-05,0.01,64,mse,2073,42,874,999,0,10,5.986080000000007,5.986080000000007,0.0
60,64,3e-05,0.01,256,mae,2062,42,874,999,0,10,5.986080000000007,5.986080000000007,0.0
5,24,0.001,0.1,256,mae,2076,42,874,999,0,10,5.986080000000007,5.986080000000007,0.0
10,24,0.001,0.1,256,mse,2074,42,874,999,8,18,5.986080000000007,5.983143294649174,0.04905890584211425
5,8,0.0001,0.0,32,mae,2075,42,874,999,0,10,5.986080000000007,5.986080000000007,0.0
60,64,0.001,0.0,32,mae,2068,42,874,999,0,10,5.986080000000007,5.986080000000007,0.0
20,32,0.001,0.1,256,mae,2079,42,874,999,0,10,5.986080000000007,5.986080000000007,0.0
60,16,0.003,0.1,256,mae,2080,42,874,999,0,10,5.986080000000007,5.986080000000007,0.0
10,32,0.0001,0.01,256,mse,2081,42,874,999,12,22,5.986080000000007,5.983869244629743,0.03693160415939589
10,16,0.0001,0.001,32,mse,2077,42,874,999,12,22,5.986080000000007,5.98385452147686,0.03717756065985123
20,4,0.003,0.0,256,mse,2083,42,874,999,1,11,5.986080000000007,5.985967484913719,0.0018796121382891329
60,64,0.0003,0.0,64,mae,2078,42,874,999,0,10,5.986080000000007,5.986080000000007,0.0
20,64,0.001,0.001,64,mse,2082,42,874,999,1,11,5.986080000000007,5.982646175510286,0.05736349146221453
30,16,0.001,0.001,256,mae,2087,42,874,999,0,10,5.986080000000007,5.986080000000007,0.0
60,16,0.003,0.1,32,mse,2084,42,874,999,5,15,5.986080000000007,5.984048076116292,0.03394414848640892
5,64,3e-05,0.1,64,mse,2085,42,874,999,17,27,5.986080000000007,5.984264906158807,0.03032191085318159
20,32,0.001,0.001,32,mse,2086,42,874,999,3,13,5.986080000000007,5.983648916432204,0.04061227995287853
60,16,0.0003,0.001,32,mae,2089,42,874,999,0,10,5.986080000000007,5.986080000000007,0.0
10,16,3e-05,0.0,32,mse,2091,42,874,999,0,10,5.986080000000007,5.986080000000007,0.0
30,32,3e-05,0.01,256,mse,2088,42,874,999,22,32,5.986080000000007,5.9845940078676465,0.024824127515188366
10,16,3e-05,0.001,64,mae,2093,42,874,999,0,10,5.986080000000007,5.986080000000007,0.0
30,32,0.003,0.001,64,mse,2094,42,874,999,0,10,5.986080000000007,5.986080000000007,0.0
60,24,0.003,0.01,32,mse,2092,42,874,999,0,10,5.986080000000007,5.986080000000007,0.0
10,24,0.003,0.01,32,mae,2097,42,874,999,0,10,5.986080000000007,5.986080000000007,0.0
20,32,0.003,0.0,64,mae,2098,42,874,999,3,13,5.986080000000007,5.985255198473879,0.013778658590080095
60,32,0.001,0.001,32,mse,2095,42,874,999,10,20,5.986080000000007,5.982956056206069,0.05218680328259451
60,64,3e-05,0.0,64,mae,2096,42,874,999,0,10,5.986080000000007,5.986080000000007,0.0
10,24,3e-05,0.01,32,mae,2099,42,874,999,0,10,5.986080000000007,5.986080000000007,0.0
10,32,0.001,0.1,256,mae,2101,42,874,999,0,10,5.986080000000007,5.986080000000007,0.0
20,32,0.001,0.0,64,mse,2100,42,874,999,1,11,5.986080000000007,5.983445198032952,0.04401548203590844
60,32,0.0003,0.1,32,mse,2090,42,874,999,27,37,5.986080000000007,5.983392235342917,0.04490024618932775
5,8,0.003,0.0,32,mse,2104,42,874,999,0,10,5.986080000000007,5.986080000000007,0.0
30,32,0.003,0.01,32,mse,2103,42,874,999,4,14,5.986080000000007,5.985508418274425,0.009548514647017559
30,64,0.001,0.01,32,mae,2102,42,874,999,0,10,5.986080000000007,5.986080000000007,0.0
30,16,0.0001,0.01,256,mse,2105,42,874,999,16,26,5.986080000000007,5.983968270473077,0.0352773355339453
30,16,0.003,0.0,256,mae,2108,42,874,999,0,10,5.986080000000007,5.986080000000007,0.0
10,64,0.001,0.01,32,mae,2106,42,874,999,0,10,5.986080000000007,5.986080000000007,0.0
5,24,0.0003,0.01,256,mse,2109,42,874,999,8,18,5.986080000000007,5.983378665591017,0.045126934638195504
10,24,0.001,0.01,32,mae,2107,42,874,999,0,10,5.986080000000007,5.986080000000007,0.0
5,24,0.0001,0.01,64,mae,2110,42,874,999,0,10,5.986080000000007,5.986080000000007,0.0
5,24,0.0003,0.1,64,mae,2111,42,874,999,0,10,5.986080000000007,5.986080000000007,0.0
10,32,0.001,0.001,256,mse,2113,42,874,999,7,17,5.986080000000007,5.983190658122961,0.04826767896597417
10,16,0.0003,0.01,64,mae,2114,42,874,999,0,10,5.986080000000007,5.986080000000007,0.0
30,32,0.001,0.0,32,mae,2112,42,874,999,0,10,5.986080000000007,5.986080000000007,0.0
20,4,0.001,0.001,32,mae,2117,42,874,999,0,10,5.986080000000007,5.986080000000007,0.0
30,32,0.0001,0.001,256,mse,2116,42,874,999,7,17,5.986080000000007,5.984496884934104,0.026446607227159635
30,64,0.001,0.001,256,mse,2115,42,874,999,1,11,5.986080000000007,5.98423199151508,0.030871763907724947
5,24,0.0001,0.001,256,mae,2121,42,874,999,0,10,5.986080000000007,5.986080000000007,0.0
60,4,0.003,0.001,32,mae,2118,42,874,999,0,10,5.986080000000007,5.986080000000007,0.0
5,16,0.0003,0.0,32,mae,2120,42,874,999,0,10,5.986080000000007,5.986080000000007,0.0
60,16,0.0001,0.0,32,mse,2119,42,874,999,1,11,5.986080000000007,5.985965633235879,0.0019105452003342904
60,24,0.001,0.0,256,mse,2122,42,874,999,0,10,5.986080000000007,5.986080000000007,0.0
20,24,0.001,0.1,32,mae,2124,42,874,999,0,10,5.986080000000007,5.986080000000007,0.0
30,24,0.003,0.01,32,mae,2123,42,874,999,0,10,5.986080000000007,5.986080000000007,0.0
10,24,0.0001,0.001,32,mse,2126,42,874,999,6,16,5.986080000000007,5.984351062965889,0.02888262492514171
60,8,3e-05,0.01,32,mae,2128,42,874,999,0,10,5.986080000000007,5.986080000000007,0.0
5,8,0.003,0.0,64,mae,2129,42,874,999,0,10,5.986080000000007,5.986080000000007,0.0
30,32,3e-05,0.001,256,mse,2125,42,874,999,22,32,5.986080000000007,5.9845937720369715,0.024828067166426937
20,32,0.001,0.01,256,mse,2130,42,874,999,2,12,5.986080000000007,5.984269735537191,0.030241234043248966
5,64,0.003,0.01,64,mse,2131,42,874,999,6,16,5.986080000000007,5.984345598742295,0.028973907092988416
5,24,0.0001,0.01,32,mae,2132,42,874,999,0,10,5.986080000000007,5.986080000000007,0.0
30,4,0.001,0.0,64,mse,2133,42,874,999,1,11,5.986080000000007,5.9854132828243145,0.011137792607063268
10,32,0.0003,0.001,256,mse,2134,42,874,999,6,16,5.986080000000007,5.9839011365276145,0.0363988365072454
10,64,0.001,0.0,256,mae,2136,42,874,999,0,10,5.986080000000007,5.986080000000007,0.0
10,4,0.003,0.01,256,mae,2137,42,874,999,0,10,5.986080000000007,5.986080000000007,0.0
60,64,0.0003,0.001,64,mse,2127,42,874,999,3,13,5.986080000000007,5.985036661234191,0.01742941567464129
30,32,0.0003,0.0,64,mae,2139,42,874,999,0,10,5.986080000000007,5.986080000000007,0.0
5,8,0.0001,0.1,64,mse,2138,42,874,999,20,30,5.986080000000007,5.98410108244898,0.03305865526400664
20,64,3e-05,0.0,64,mse,2135,42,874,999,5,15,5.986080000000007,5.984802207049746,0.02134607205819261
5,24,3e-05,0.001,64,mae,2140,42,874,999,0,10,5.986080000000007,5.986080000000007,0.0
20,4,0.001,0.001,256,mse,2143,42,874,999,1,11,5.986080000000007,5.985928494241898,0.002530967813807461
10,64,0.003,0.001,256,mae,2142,42,874,999,0,10,5.986080000000007,5.986080000000007,0.0
20,16,0.0001,0.01,64,mae,2145,42,874,999,0,10,5.986080000000007,5.986080000000007,0.0
60,32,0.0001,0.01,64,mae,2141,42,874,999,0,10,5.986080000000007,5.986080000000007,0.0
30,4,0.003,0.1,32,mae,2146,42,874,999,0,10,5.986080000000007,5.986080000000007,0.0
30,8,3e-05,0.01,64,mae,2148,42,874,999,0,10,5.986080000000007,5.986080000000007,0.0
30,8,0.003,0.1,32,mse,2147,42,874,999,2,12,5.986080000000007,5.984881446156986,0.02002234923391688
5,8,0.0003,0.0,64,mse,2149,42,874,999,7,17,5.986080000000007,5.9840763988381855,0.03347100542963055
20,16,0.003,0.01,64,mae,2152,42,874,999,0,10,5.986080000000007,5.986080000000007,0.0
30,8,0.0001,0.01,32,mse,2150,42,874,999,1,11,5.986080000000007,5.9859992784123754,0.001348488286689875
10,4,0.001,0.0,64,mse,2153,42,874,999,1,11,5.986080000000007,5.985119909462943,0.01603871877863261
30,64,3e-05,0.01,256,mse,2144,42,874,999,14,24,5.986080000000007,5.984517991779639,0.02609400843904819
20,24,0.0001,0.01,32,mse,2154,42,874,999,4,14,5.986080000000007,5.9846904233091625,0.023213466756955015
5,32,0.001,0.001,64,mse,2156,42,874,999,2,12,5.986080000000007,5.983944171288495,0.03567992261234165
60,8,0.0001,0.01,64,mse,2151,42,874,999,27,37,5.986080000000007,5.984360732023621,0.02872109922330557
10,32,0.0003,0.001,64,mse,2157,42,874,999,2,12,5.986080000000007,5.984293441670636,0.029845213050461172
60,8,0.003,0.01,64,mae,2159,42,874,999,0,10,5.986080000000007,5.986080000000007,0.0
60,4,0.0001,0.1,64,mse,2155,42,874,999,13,23,5.986080000000007,5.984568695375061,0.025246983417304136
5,8,3e-05,0.01,256,mae,2162,42,874,999,0,10,5.986080000000007,5.986080000000007,0.0
60,24,3e-05,0.0,64,mae,2160,42,874,999,0,10,5.986080000000007,5.986080000000007,0.0
60,8,0.003,0.01,32,mae,2161,42,874,999,0,10,5.986080000000007,5.986080000000007,0.0
20,8,0.001,0.0,32,mse,2163,42,874,999,2,12,5.986080000000007,5.983748240452045,0.03895303016268059
30,64,0.0001,0.01,32,mae,2158,42,874,999,0,10,5.986080000000007,5.986080000000007,0.0
30,32,0.003,0.0,256,mae,2164,42,874,999,0,10,5.986080000000007,5.986080000000007,0.0
5,64,3e-05,0.001,64,mae,2165,42,874,999,0,10,5.986080000000007,5.986080000000007,0.0
5,24,3e-05,0.0,64,mae,2167,42,874,999,0,10,5.986080000000007,5.986080000000007,0.0
10,16,0.001,0.1,32,mae,2166,42,874,999,0,10,5.986080000000007,5.986080000000007,0.0
10,4,0.0001,0.1,64,mae,2170,42,874,999,0,10,5.986080000000007,5.986080000000007,0.0
5,16,0.001,0.001,256,mae,2172,42,874,999,0,10,5.986080000000007,5.986080000000007,0.0
60,16,0.0003,0.001,256,mse,2169,42,874,999,4,14,5.986080000000007,5.984785738207495,0.021621191038423415
5,64,0.001,0.0,32,mae,2171,42,874,999,0,10,5.986080000000007,5.986080000000007,0.0
5,16,0.0003,0.001,64,mse,2173,42,874,999,6,16,5.986080000000007,5.983996648764454,0.034803264165417236
10,64,0.001,0.01,64,mse,2174,42,874,999,2,12,5.986080000000007,5.98417411053547,0.03183869017014951
60,24,3e-05,0.01,64,mae,2175,42,874,999,0,10,5.986080000000007,5.986080000000007,0.0
5,4,0.0001,0.01,32,mse,2178,42,874,999,1,11,5.986080000000007,5.985645128232827,0.0072647169296224945
30,64,3e-05,0.1,256,mse,2168,42,874,999,14,24,5.986080000000007,5.9845178738642915,0.02609597826483956
60,24,0.001,0.1,32,mae,2177,42,874,999,0,10,5.986080000000007,5.986080000000007,0.0
20,16,0.0003,0.1,32,mae,2179,42,874,999,0,10,5.986080000000007,5.986080000000007,0.0
30,16,0.001,0.1,64,mse,2181,42,874,999,0,10,5.986080000000007,5.986080000000007,0.0
30,4,3e-05,0.1,32,mae,2180,42,874,999,0,10,5.986080000000007,5.986080000000007,0.0
10,24,3e-05,0.1,256,mse,2183,42,874,999,2,12,5.986080000000007,5.985952336993885,0.002132664550458241
30,4,3e-05,0.1,256,mae,2184,42,874,999,0,10,5.986080000000007,5.986080000000007,0.0
10,64,0.0001,0.001,64,mae,2182,42,874,999,0,10,5.986080000000007,5.986080000000007,0.0
60,16,0.0003,0.01,256,mae,2185,42,874,999,0,10,5.986080000000007,5.986080000000007,0.0
60,64,0.0003,0.01,64,mse,2176,42,874,999,3,13,5.986080000000007,5.985036307488179,0.017435325151493597
5,32,0.0001,0.001,256,mae,2187,42,874,999,0,10,5.986080000000007,5.986080000000007,0.0
20,16,0.0003,0.01,32,mae,2189,42,874,999,0,10,5.986080000000007,5.986080000000007,0.0
10,32,0.001,0.001,32,mse,2190,42,874,999,3,13,5.986080000000007,5.983992363694253,0.034874848076771325
20,64,0.0003,0.1,32,mse,2186,42,874,999,1,11,5.986080000000007,5.984274220657584,0.030166308208767756
10,32,0.0001,0.01,32,mse,2188,42,874,999,6,16,5.986080000000007,5.984212944799785,0.031189947348220226
20,24,0.003,0.1,32,mae,2194,42,874,999,0,10,5.986080000000007,5.986080000000007,0.0
60,24,3e-05,0.001,32,mse,2191,42,874,999,1,11,5.986080000000007,5.98582207985031,0.004308665265040368
5,64,3e-05,0.01,64,mse,2193,42,874,999,17,27,5.986080000000007,5.984264631023028,0.030326507112821144
10,64,3e-05,0.001,64,mae,2195,42,874,999,0,10,5.986080000000007,5.986080000000007,0.0
10,32,0.003,0.1,256,mae,2197,42,874,999,0,10,5.986080000000007,5.986080000000007,0.0
30,64,0.0003,0.0,32,mae,2192,42,874,999,0,10,5.986080000000007,5.986080000000007,0.0
5,4,3e-05,0.0,64,mae,2199,42,874,999,0,10,5.986080000000007,5.986080000000007,0.0
5,4,3e-05,0.001,32,mae,2200,42,874,999,0,10,5.986080000000007,5.986080000000007,0.0
5,16,0.0003,0.001,64,mae,2201,42,874,999,0,10,5.986080000000007,5.986080000000007,0.0
60,24,3e-05,0.1,64,mae,2198,42,874,999,0,10,5.986080000000007,5.986080000000007,0.0
10,4,3e-05,0.01,64,mae,2203,42,874,999,0,10,5.986080000000007,5.986080000000007,0.0
10,64,0.0003,0.01,64,mae,2202,42,874,999,0,10,5.986080000000007,5.986080000000007,0.0
5,8,3e-05,0.1,32,mae,2204,42,874,999,0,10,5.986080000000007,5.986080000000007,0.0
5,4,0.0003,0.0,256,mae,2206,42,874,999,0,10,5.986080000000007,5.986080000000007,0.0
20,32,3e-05,0.01,64,mae,2205,42,874,999,0,10,5.986080000000007,5.986080000000007,0.0
30,32,3e-05,0.01,256,mae,2207,42,874,999,0,10,5.986080000000007,5.986080000000007,0.0
30,16,0.0003,0.1,64,mae,2208,42,874,999,0,10,5.986080000000007,5.986080000000007,0.0
10,4,0.0003,0.0,64,mse,2210,42,874,999,2,12,5.986080000000007,5.984483363975324,0.026672480566314327
20,32,0.0003,0.1,256,mae,2211,42,874,999,0,10,5.986080000000007,5.986080000000007,0.0
60,64,0.0001,0.01,256,mae,2196,42,874,999,0,10,5.986080000000007,5.986080000000007,0.0
20,32,0.003,0.001,64,mse,2209,42,874,999,8,18,5.986080000000007,5.983161710856801,0.048751255299073204
30,8,0.0001,0.0,256,mse,2212,42,874,999,20,30,5.986080000000007,5.9842548833550575,0.030489346031958853
60,24,0.0003,0.0,256,mse,2213,42,874,999,1,11,5.986080000000007,5.985739200819023,0.0056931945611182755
5,64,0.0003,0.001,32,mae,2214,42,874,999,0,10,5.986080000000007,5.986080000000007,0.0
5,16,0.0001,0.0,64,mse,2215,42,874,999,15,25,5.986080000000007,5.983995194475299,0.034827558681282955
5,32,0.0001,0.01,64,mse,2216,42,874,999,8,18,5.986080000000007,5.984330742222608,0.0292220915423691
30,4,3e-05,0.0,64,mae,2218,42,874,999,0,10,5.986080000000007,5.986080000000007,0.0
10,4,0.003,0.001,64,mse,2219,42,874,999,1,11,5.986080000000007,5.984352241306333,0.02886294024929681
5,64,0.003,0.1,256,mse,2220,42,874,999,7,17,5.986080000000007,5.982619783076459,0.057804388239846016
30,4,0.001,0.001,32,mse,2217,42,874,999,6,16,5.986080000000007,5.983248351252066,0.04730389082573394
10,4,0.0001,0.01,32,mae,2221,42,874,999,0,10,5.986080000000007,5.986080000000007,0.0
10,32,0.003,0.01,64,mse,2223,42,874,999,4,14,5.986080000000007,5.983300791048807,0.04642786182611491
60,4,0.0001,0.1,32,mae,2224,42,874,999,0,10,5.986080000000007,5.986080000000007,0.0
10,4,0.0001,0.0,32,mae,2226,42,874,999,0,10,5.986080000000007,5.986080000000007,0.0
5,32,0.0003,0.0,256,mae,2227,42,874,999,0,10,5.986080000000007,5.986080000000007,0.0
10,64,0.001,0.01,256,mae,2228,42,874,999,0,10,5.986080000000007,5.986080000000007,0.0
60,32,0.0001,0.1,64,mse,2222,42,874,999,10,20,5.986080000000007,5.984635317541115,0.024134031935629796
