window,hidden,lr,weight_decay,batch,loss,config_id,seed,train_end,validation_end,best_epoch,epochs_run,naive_mae,mae,gain_percent
20,16,0.001,0.001,256,mse,909,42,874,999,3,13,5.986080000000007,5.983476692542142,0.043489352929881875
5,8,3e-05,0.1,32,mse,908,42,874,999,0,10,5.986080000000007,5.986080000000007,0.0
60,4,0.0001,0.0,256,mse,907,42,874,999,4,14,5.986080000000007,5.985263216716876,0.01364471044709159
10,4,0.0001,0.01,256,mse,911,42,874,999,14,24,5.986080000000007,5.98376977884088,0.038593222261096294
30,8,0.0003,0.1,256,mae,912,42,874,999,0,10,5.986080000000007,5.986080000000007,0.0
20,64,0.001,0.01,256,mae,910,42,874,999,0,10,5.986080000000007,5.986080000000007,0.0
30,24,0.0003,0.001,256,mse,913,42,874,999,3,13,5.986080000000007,5.984492050405239,0.026527370078066603
20,4,3e-05,0.01,32,mae,914,42,874,999,0,10,5.986080000000007,5.986080000000007,0.0
30,16,0.001,0.1,64,mae,916,42,874,999,0,10,5.986080000000007,5.986080000000007,0.0
30,24,0.003,0.0,256,mae,917,42,874,999,3,13,5.986080000000007,5.985718825319198,0.0060335759095919705
5,8,0.003,0.0,64,mse,918,42,874,999,4,14,5.986080000000007,5.983615545578552,0.04116975418730906
30,4,0.0003,0.0,256,mae,921,42,874,999,0,10,5.986080000000007,5.986080000000007,0.0
5,4,0.003,0.0,32,mae,920,42,874,999,0,10,5.986080000000007,5.986080000000007,0.0
30,4,0.003,0.001,32,mse,919,42,874,999,4,14,5.986080000000007,5.983229838543979,0.04761315344981032
10,32,0.0001,0.001,32,mse,922,42,874,999,6,16,5.986080000000007,5.984212355223086,0.031199796476522046
60,32,0.0003,0.0,256,mae,923,42,874,999,0,10,5.986080000000007,5.986080000000007,0.0
5,16,0.0003,0.001,32,mse,915,42,874,999,34,44,5.986080000000007,5.983138099597951,0.0491456913715993
30,64,0.0001,0.0,256,mae,924,42,874,999,0,10,5.986080000000007,5.986080000000007,0.0
20,4,0.0001,0.001,32,mse,927,42,874,999,5,15,5.986080000000007,5.984540866542295,0.0257118758471786
30,64,0.003,0.001,256,mae,926,42,874,999,3,13,5.986080000000007,5.985908079436955,0.002872005770926389
60,32,0.003,0.01,32,mae,928,42,874,999,0,10,5.986080000000007,5.986080000000007,0.0
5,4,0.003,0.0,32,mse,930,42,874,999,4,14,5.986080000000007,5.983862925994614,0.03703715963357945
20,8,3e-05,0.01,32,mse,931,42,874,999,1,11,5.986080000000007,5.9860522505904195,0.00046356563206950696
5,24,0.003,0.001,256,mse,932,42,874,999,12,22,5.986080000000007,5.982988807665924,0.05163967628369903
5,16,0.001,0.001,32,mae,934,42,874,999,0,10,5.986080000000007,5.986080000000007,0.0
20,32,0.003,0.1,256,mse,933,42,874,999,6,16,5.986080000000007,5.984513920312293,0.026162024024312114
30,16,3e-05,0.001,256,mse,935,42,874,999,1,11,5.986080000000007,5.986058814544254,0.000353912005068846
60,24,0.001,0.01,32,mse,925,42,874,999,19,29,5.986080000000007,5.982970874233555,0.051939261861733144
60,24,0.0003,0.001,32,mse,929,42,874,999,12,22,5.986080000000007,5.983958129753994,0.035446740538280785
30,32,0.001,0.1,32,mae,936,42,874,999,0,10,5.986080000000007,5.986080000000007,0.0
60,24,0.0001,0.01,256,mse,937,42,874,999,2,12,5.986080000000007,5.985460685603206,0.010345909122522201
20,4,0.0003,0.001,32,mae,939,42,874,999,0,10,5.986080000000007,5.986080000000007,0.0
30,8,0.003,0.001,256,mse,940,42,874,999,6,16,5.986080000000007,5.982826034893167,0.05435886434596027
30,4,0.003,0.001,256,mse,941,42,874,999,2,12,5.986080000000007,5.982980610787614,0.05177660860519184
10,32,0.0001,0.1,64,mae,942,42,874,999,0,10,5.986080000000007,5.986080000000007,0.0
10,8,0.0003,0.01,256,mae,945,42,874,999,0,10,5.986080000000007,5.986080000000007,0.0
5,16,0.0001,0.001,64,mse,944,42,874,999,15,25,5.986080000000007,5.983994997949734,0.03483084172402062
30,32,0.0003,0.01,32,mse,943,42,874,999,1,11,5.986080000000007,5.984546998952821,0.02560943133380622
20,24,0.001,0.01,32,mse,946,42,874,999,4,14,5.986080000000007,5.984006395619473,0.034640438826982756
20,32,3e-05,0.1,32,mae,947,42,874,999,0,10,5.986080000000007,5.986080000000007,0.0
60,64,0.0003,0.01,256,mse,938,42,874,999,1,11,5.986080000000007,5.985590391662247,0.008179114508333196
10,64,0.001,0.0,256,mse,949,42,874,999,8,18,5.986080000000007,5.9833145077202134,0.04619871902470374
5,4,0.0001,0.001,32,mse,950,42,874,999,1,11,5.986080000000007,5.985645364063505,0.007260777278328412
30,64,0.001,0.1,64,mse,948,42,874,999,1,11,5.986080000000007,5.983770604248248,0.038579433481666925
10,24,0.001,0.1,64,mae,954,42,874,999,0,10,5.986080000000007,5.986080000000007,0.0
5,4,0.0003,0.1,32,mae,952,42,874,999,0,10,5.986080000000007,5.986080000000007,0.0
10,24,0.0001,0.0,32,mse,951,42,874,999,6,16,5.986080000000007,5.984350984355657,0.028883938142332255
30,32,0.003,0.0,256,mse,953,42,874,999,7,17,5.986080000000007,5.98336788406328,0.04530704462232249
20,32,0.001,0.0,256,mse,956,42,874,999,2,12,5.986080000000007,5.984269499706514,0.030245173694531946
5,24,0.003,0.01,64,mse,955,42,874,999,4,14,5.986080000000007,5.983660231154179,0.04042326273334673
30,8,0.003,0.1,64,mae,957,42,874,999,0,10,5.986080000000007,5.986080000000007,0.0
5,16,3e-05,0.01,64,mae,961,42,874,999,0,10,5.986080000000007,5.986080000000007,0.0
30,32,0.0003,0.0,256,mse,959,42,874,999,4,14,5.986080000000007,5.984161257763615,0.03205340116390065
30,8,3e-05,0.0,32,mse,958,42,874,999,1,11,5.986080000000007,5.986042620837803,0.0006244347253048232
30,24,0.0003,0.01,64,mse,963,42,874,999,1,11,5.986080000000007,5.985168962243624,0.015219271315836114
30,16,0.001,0.001,32,mse,960,42,874,999,15,25,5.986080000000007,5.983503559348999,0.04304053155000931
60,24,0.003,0.01,64,mae,965,42,874,999,0,10,5.986080000000007,5.986080000000007,0.0
20,32,3e-05,0.01,32,mse,962,42,874,999,15,25,5.986080000000007,5.984563035438809,0.025341535047951336
10,4,0.003,0.001,256,mae,968,42,874,999,0,10,5.986080000000007,5.986080000000007,0.0
60,8,0.0003,0.1,32,mse,964,42,874,999,16,26,5.986080000000007,5.983757004679257,0.038806620037667994
10,8,0.001,0.0,32,mse,966,42,874,999,3,13,5.986080000000007,5.983873426423148,0.036861745530614165
5,64,0.0003,0.1,256,mae,969,42,874,999,0,10,5.986080000000007,5.986080000000007,0.0
60,32,3e-05,0.001,32,mse,967,42,874,999,1,11,5.986080000000007,5.985825656615576,0.004248913887405781
60,24,0.001,0.1,64,mse,970,42,874,999,3,13,5.986080000000007,5.98402593107344,0.03431409080011383
20,8,3e-05,0.1,64,mae,973,42,874,999,0,10,5.986080000000007,5.986080000000007,0.0
60,24,3e-05,0.001,32,mae,972,42,874,999,0,10,5.986080000000007,5.986080000000007,0.0
5,32,0.0001,0.1,64,mae,974,42,874,999,0,10,5.986080000000007,5.986080000000007,0.0
5,4,0.0001,0.001,256,mae,977,42,874,999,0,10,5.986080000000007,5.986080000000007,0.0
20,16,0.0003,0.01,256,mse,975,42,874,999,6,16,5.986080000000007,5.984130246029689,0.03257146530482036
30,32,0.001,0.1,32,mse,971,42,874,999,13,23,5.986080000000007,5.983788757246905,0.03827617995587618
20,4,3e-05,0.001,256,mse,979,42,874,999,17,27,5.986080000000007,5.984995981255462,0.01810899193704918
5,4,3e-05,0.01,256,mae,980,42,874,999,0,10,5.986080000000007,5.986080000000007,0.0
30,32,0.0001,0.1,32,mae,976,42,874,999,0,10,5.986080000000007,5.986080000000007,0.0
10,8,0.0001,0.0,256,mse,981,42,874,999,1,11,5.986080000000007,5.985980007793232,0.0016704121357347113
10,64,0.0003,0.1,64,mae,983,42,874,999,0,10,5.986080000000007,5.986080000000007,0.0
20,64,0.0001,0.1,256,mae,982,42,874,999,0,10,5.986080000000007,5.986080000000007,0.0
60,8,0.0001,0.1,32,mae,984,42,874,999,0,10,5.986080000000007,5.986080000000007,0.0
30,64,3e-05,0.1,32,mse,978,42,874,999,1,11,5.986080000000007,5.985775896342859,0.005080180304117832
10,8,0.001,0.0,64,mse,987,42,874,999,2,12,5.986080000000007,5.984213018259525,0.03118872017217056
10,4,0.001,0.1,256,mse,988,42,874,999,3,13,5.986080000000007,5.983436628705438,0.044158636278990304
20,4,0.0001,0.01,256,mse,989,42,874,999,5,15,5.986080000000007,5.9850560394677155,0.017105694081798184
30,24,0.0001,0.1,32,mae,985,42,874,999,0,10,5.986080000000007,5.986080000000007,0.0
10,16,0.003,0.01,64,mae,991,42,874,999,0,10,5.986080000000007,5.986080000000007,0.0
20,4,3e-05,0.0,64,mse,990,42,874,999,11,21,5.986080000000007,5.984820758249998,0.021036166406218637
60,24,0.001,0.01,256,mse,992,42,874,999,0,10,5.986080000000007,5.986080000000007,0.0
20,8,0.0001,0.001,256,mae,994,42,874,999,0,10,5.986080000000007,5.986080000000007,0.0
20,32,0.0003,0.001,256,mse,993,42,874,999,2,12,5.986080000000007,5.985191248242542,0.014846974271409685
10,8,0.003,0.001,256,mae,997,42,874,999,0,10,5.986080000000007,5.986080000000007,0.0
10,4,3e-05,0.1,64,mae,995,42,874,999,0,10,5.986080000000007,5.986080000000007,0.0
30,4,3e-05,0.001,256,mae,998,42,874,999,0,10,5.986080000000007,5.986080000000007,0.0
5,64,0.0003,0.1,64,mse,1000,42,874,999,2,12,5.986080000000007,5.984245645840636,0.030643662620144507
10,32,0.001,0.1,256,mse,1001,42,874,999,7,17,5.986080000000007,5.9831947851597835,0.04819873506909378
10,64,3e-05,0.1,256,mse,996,42,874,999,30,40,5.986080000000007,5.9838330215802,0.037536725533371396
10,8,0.0001,0.001,32,mse,999,42,874,999,15,25,5.986080000000007,5.983982813364775,0.03503439037287892
20,16,0.0003,0.001,256,mae,1004,42,874,999,0,10,5.986080000000007,5.986080000000007,0.0
60,32,0.0001,0.0,256,mse,1002,42,874,999,2,12,5.986080000000007,5.985409274515749,0.011204753098170706
20,16,0.0001,0.0,32,mae,1005,42,874,999,0,10,5.986080000000007,5.986080000000007,0.0
30,64,0.0001,0.01,64,mae,1003,42,874,999,0,10,5.986080000000007,5.986080000000007,0.0
60,32,0.0003,0.001,32,mse,986,42,874,999,26,36,5.986080000000007,5.983382780701008,0.045058189984092945
30,32,0.0003,0.001,32,mse,1006,42,874,999,1,11,5.986080000000007,5.984547195478385,0.025606148291079656
30,16,0.0003,0.1,256,mse,1008,42,874,999,7,17,5.986080000000007,5.983910255313753,0.03624650332528789
5,24,0.0003,0.001,64,mae,1010,42,874,999,0,10,5.986080000000007,5.986080000000007,0.0
20,8,0.003,0.1,32,mae,1009,42,874,999,0,10,5.986080000000007,5.986080000000007,0.0
10,4,0.001,0.0,32,mse,1007,42,874,999,16,26,5.986080000000007,5.984194020337367,0.03150608850266412
20,8,0.001,0.1,64,mae,1013,42,874,999,0,10,5.986080000000007,5.986080000000007,0.0
5,64,0.001,0.0,64,mse,1012,42,874,999,2,12,5.986080000000007,5.983887257485283,0.03663069178367895
20,8,0.003,0.01,64,mae,1016,42,874,999,0,10,5.986080000000007,5.986080000000007,0.0
30,64,0.001,0.0,256,mae,1014,42,874,999,0,10,5.986080000000007,5.986080000000007,0.0
10,64,0.0003,0.1,32,mse,1015,42,874,999,1,11,5.986080000000007,5.984203354352281,0.03135015983292133
5,8,0.0003,0.01,64,mse,1019,42,874,999,7,17,5.986080000000007,5.984076438143295,0.03347034882114075
30,32,0.003,0.001,32,mae,1018,42,874,999,0,10,5.986080000000007,5.986080000000007,0.0
60,64,0.003,0.01,32,mae,1011,42,874,999,0,10,5.986080000000007,5.986080000000007,0.0
5,24,0.0001,0.1,256,mae,1021,42,874,999,0,10,5.986080000000007,5.986080000000007,0.0
10,64,0.001,0.001,256,mae,1022,42,874,999,0,10,5.986080000000007,5.986080000000007,0.0
10,32,0.0003,0.1,32,mse,1020,42,874,999,2,12,5.986080000000007,5.9841849826002615,0.03165706772622068
60,4,0.001,0.1,64,mae,1023,42,874,999,0,10,5.986080000000007,5.986080000000007,0.0
60,64,0.003,0.001,64,mae,1017,42,874,999,0,10,5.986080000000007,5.986080000000007,0.0
10,8,0.0003,0.1,64,mse,1025,42,874,999,5,15,5.986080000000007,5.984141802545754,0.03237840881267218
5,4,0.003,0.01,64,mae,1027,42,874,999,0,10,5.986080000000007,5.986080000000007,0.0
30,32,3e-05,0.1,64,mse,1024,42,874,999,1,11,5.986080000000007,5.985920774988361,0.0026599212113231907
5,16,0.0001,0.01,256,mae,1029,42,874,999,0,10,5.986080000000007,5.986080000000007,0.0
5,16,3e-05,0.001,256,mae,1031,42,874,999,0,10,5.986080000000007,5.986080000000007,0.0
30,4,0.001,0.001,256,mae,1030,42,874,999,0,10,5.986080000000007,5.986080000000007,0.0
10,4,0.0003,0.1,32,mae,1028,42,874,999,0,10,5.986080000000007,5.986080000000007,0.0
5,32,0.003,0.1,256,mse,1034,42,874,999,11,21,5.986080000000007,5.983197496399638,0.04815344265979293
30,64,0.0001,0.0,64,mae,1026,42,874,999,0,10,5.986080000000007,5.986080000000007,0.0
5,64,0.0001,0.1,256,mse,1036,42,874,999,14,24,5.986080000000007,5.983478921819662,0.043452111905373236
10,64,0.003,0.001,32,mae,1035,42,874,999,0,10,5.986080000000007,5.986080000000007,0.0
5,32,0.0003,0.0,256,mse,1037,42,874,999,17,27,5.986080000000007,5.983398581356318,0.04479423334953214
60,16,0.001,0.001,32,mse,1033,42,874,999,12,22,5.986080000000007,5.982885582138946,0.053364102401920466
30,8,0.001,0.001,32,mae,1039,42,874,999,0,10,5.986080000000007,5.986080000000007,0.0
60,16,0.003,0.1,32,mae,1038,42,874,999,0,10,5.986080000000007,5.986080000000007,0.0
10,24,0.0001,0.1,256,mse,1040,42,874,999,14,24,5.986080000000007,5.983889267196512,0.03659711870699356
20,16,3e-05,0.01,256,mae,1041,42,874,999,0,10,5.986080000000007,5.986080000000007,0.0
60,8,0.0001,0.0,32,mae,1042,42,874,999,0,10,5.986080000000007,5.986080000000007,0.0
60,24,0.001,0.0,32,mse,1032,42,874,999,19,29,5.986080000000007,5.982964192364405,0.05205088531395896
30,32,3e-05,0.001,64,mse,1044,42,874,999,1,11,5.986080000000007,5.985920696378138,0.0026612344283583056
20,24,0.001,0.001,32,mse,1043,42,874,999,4,14,5.986080000000007,5.984006474229707,0.0346391256097589
30,8,0.0003,0.0,64,mse,1045,42,874,999,1,11,5.986080000000007,5.985633611834819,0.0074571032326331554
20,8,0.0003,0.01,64,mse,1047,42,874,999,3,13,5.986080000000007,5.984398723803253,0.028086430464580037
5,32,0.0001,0.0,64,mae,1049,42,874,999,0,10,5.986080000000007,5.986080000000007,0.0
30,24,0.001,0.01,256,mae,1048,42,874,999,0,10,5.986080000000007,5.986080000000007,0.0
10,8,0.001,0.1,256,mae,1050,42,874,999,0,10,5.986080000000007,5.986080000000007,0.0
5,64,0.003,0.01,32,mae,1046,42,874,999,0,10,5.986080000000007,5.986080000000007,0.0
5,24,0.0003,0.1,256,mae,1054,42,874,999,0,10,5.986080000000007,5.986080000000007,0.0
5,16,3e-05,0.0,32,mae,1053,42,874,999,0,10,5.986080000000007,5.986080000000007,0.0
5,24,0.0001,0.01,64,mse,1055,42,874,999,9,19,5.986080000000007,5.984466461963914,0.026954835820669487
20,4,0.003,0.01,32,mse,1052,42,874,999,4,14,5.986080000000007,5.983257233394609,0.04715551087520753
10,4,0.0001,0.01,64,mae,1056,42,874,999,0,10,5.986080000000007,5.986080000000007,0.0
10,8,0.0001,0.1,64,mae,1059,42,874,999,0,10,5.986080000000007,5.986080000000007,0.0
30,64,0.001,0.001,32,mae,1051,42,874,999,0,10,5.986080000000007,5.986080000000007,0.0
60,8,0.003,0.0,32,mae,1058,42,874,999,0,10,5.986080000000007,5.986080000000007,0.0
5,24,0.0003,0.0,256,mse,1062,42,874,999,8,18,5.986080000000007,5.983378547675675,0.045128904463898056
20,16,0.001,0.001,64,mae,1061,42,874,999,0,10,5.986080000000007,5.986080000000007,0.0
30,32,0.0003,0.1,64,mae,1060,42,874,999,0,10,5.986080000000007,5.986080000000007,0.0
5,8,3e-05,0.0,32,mse,1064,42,874,999,0,10,5.986080000000007,5.986080000000007,0.0
20,32,0.003,0.001,256,mse,1065,42,874,999,6,16,5.986080000000007,5.984551417389823,0.025535619473582294
10,64,0.0001,0.0,32,mse,1063,42,874,999,3,13,5.986080000000007,5.984149427737611,0.032251026755347745
10,16,0.0001,0.01,32,mae,1066,42,874,999,0,10,5.986080000000007,5.986080000000007,0.0
5,8,0.0001,0.0,256,mse,1069,42,874,999,1,11,5.986080000000007,5.985955284877331,0.0020834189098040135
60,64,3e-05,0.001,256,mae,1057,42,874,999,0,10,5.986080000000007,5.986080000000007,0.0
20,4,0.0001,0.0,64,mae,1068,42,874,999,0,10,5.986080000000007,5.986080000000007,0.0
30,24,0.001,0.001,256,mse,1070,42,874,999,7,17,5.986080000000007,5.98462698404428,0.024273246527395376
30,24,0.0001,0.01,32,mae,1072,42,874,999,0,10,5.986080000000007,5.986080000000007,0.0
30,16,0.001,0.01,32,mse,1067,42,874,999,15,25,5.986080000000007,5.9835052887739515,0.04301164077419317
10,64,0.0003,0.001,32,mse,1071,42,874,999,1,11,5.986080000000007,5.98420201797844,0.03137248452355079
5,16,0.0001,0.1,256,mse,1074,42,874,999,1,11,5.986080000000007,5.986002883368838,0.001288265963195201
5,32,0.003,0.1,64,mae,1075,42,874,999,0,10,5.986080000000007,5.986080000000007,0.0
10,16,0.0003,0.01,32,mse,1078,42,874,999,5,15,5.986080000000007,5.983749301690092,0.03893530173194604
30,8,0.001,0.01,256,mae,1079,42,874,999,0,10,5.986080000000007,5.986080000000007,0.0
60,32,3e-05,0.1,256,mse,1076,42,874,999,6,16,5.986080000000007,5.98535424735794,0.012124005059521714
10,8,3e-05,0.01,32,mse,1080,42,874,999,0,10,5.986080000000007,5.986080000000007,0.0
20,32,0.0001,0.001,256,mse,1082,42,874,999,4,14,5.986080000000007,5.985098999955906,0.01638802094360292
5,16,0.0003,0.01,32,mse,1077,42,874,999,34,44,5.986080000000007,5.983137943190437,0.04914830422531047
60,4,0.003,0.0,64,mae,1084,42,874,999,0,10,5.986080000000007,5.986080000000007,0.0
30,32,3e-05,0.001,32,mse,1083,42,874,999,1,11,5.986080000000007,5.985901279652459,0.002985599048943577
60,24,3e-05,0.001,64,mse,1073,42,874,999,34,44,5.986080000000007,5.984778388151431,0.021743976835864043
10,16,0.0003,0.001,64,mse,1085,42,874,999,4,14,5.986080000000007,5.98398497514598,0.0349982769028645
30,8,0.001,0.1,64,mae,1087,42,874,999,0,10,5.986080000000007,5.986080000000007,0.0
10,16,3e-05,0.1,32,mse,1088,42,874,999,0,10,5.986080000000007,5.986080000000007,0.0
20,64,0.0003,0.001,256,mae,1086,42,874,999,0,10,5.986080000000007,5.986080000000007,0.0
20,4,0.0003,0.001,256,mse,1090,42,874,999,2,12,5.986080000000007,5.985265220464673,0.01361123699206157
10,8,0.0003,0.01,256,mse,1092,42,874,999,11,21,5.986080000000007,5.98368043913261,0.04008567990065881
20,64,0.001,0.01,256,mse,1089,42,874,999,2,12,5.986080000000007,5.9842429337878436,0.030688968609904332
5,8,3e-05,0.1,64,mae,1093,42,874,999,0,10,5.986080000000007,5.986080000000007,0.0
10,8,0.0001,0.1,256,mae,1094,42,874,999,0,10,5.986080000000007,5.986080000000007,0.0
5,64,0.003,0.01,32,mse,1091,42,874,999,4,14,5.986080000000007,5.986076023407268,6.643066480238602e-05
60,24,0.0001,0.01,32,mse,1081,42,874,999,23,33,5.986080000000007,5.984131936962458,0.03254321755721268
5,24,0.0001,0.0,32,mse,1095,42,874,999,1,11,5.986080000000007,5.985623274590156,0.00762979127995056
20,64,0.001,0.1,256,mae,1098,42,874,999,0,10,5.986080000000007,5.986080000000007,0.0
30,4,0.0003,0.0,64,mse,1099,42,874,999,1,11,5.986080000000007,5.985030098093313,0.017539055720838803
60,24,0.0001,0.01,32,mae,1096,42,874,999,0,10,5.986080000000007,5.986080000000007,0.0
30,32,0.003,0.1,256,mae,1102,42,874,999,0,10,5.986080000000007,5.986080000000007,0.0
10,64,0.0001,0.0,64,mae,1100,42,874,999,0,10,5.986080000000007,5.986080000000007,0.0
5,4,3e-05,0.01,256,mse,1101,42,874,999,60,60,5.986080000000007,5.98354145625401,0.04240744771197846
30,4,0.003,0.0,256,mae,1103,42,874,999,0,10,5.986080000000007,5.986080000000007,0.0
20,4,0.0003,0.0,32,mse,1104,42,874,999,2,12,5.986080000000007,5.98457022746149,0.02522138926505102
20,24,0.0003,0.1,64,mse,1106,42,874,999,2,12,5.986080000000007,5.98515453726725,0.015460246651521903
5,16,3e-05,0.0,256,mse,1107,42,874,999,1,11,5.986080000000007,5.98605331182846,0.00044583720143487326
20,4,0.001,0.01,64,mae,1108,42,874,999,0,10,5.986080000000007,5.986080000000007,0.0
20,4,0.001,0.0,64,mae,1109,42,874,999,0,10,5.986080000000007,5.986080000000007,0.0
5,32,3e-05,0.0,256,mse,1110,42,874,999,1,11,5.986080000000007,5.985961613000474,0.001977704934341684
5,24,0.003,0.01,32,mae,1111,42,874,999,0,10,5.986080000000007,5.986080000000007,0.0
10,64,3e-05,0.01,32,mse,1105,42,874,999,12,22,5.986080000000007,5.984210429272567,0.031231970295098055
5,32,0.003,0.1,64,mse,1113,42,874,999,4,14,5.986080000000007,5.983951997343471,0.03554918505158655
60,4,0.001,0.001,32,mse,1112,42,874,999,2,12,5.986080000000007,5.983318045993279,0.04613961067557737
5,32,0.003,0.01,32,mse,1115,42,874,999,0,10,5.986080000000007,5.986080000000007,0.0
20,32,0.001,0.0,64,mae,1116,42,874,999,0,10,5.986080000000007,5.986080000000007,0.0
10,16,0.0001,0.0,64,mae,1118,42,874,999,0,10,5.986080000000007,5.986080000000007,0.0
30,8,0.0001,0.1,256,mse,1117,42,874,999,20,30,5.986080000000007,5.984255158490856,0.030484749771997333
60,32,3e-05,0.01,64,mse,1097,42,874,999,37,47,5.986080000000007,5.984628557061731,0.02424696860510167
5,8,0.001,0.01,32,mse,1114,42,874,999,19,29,5.986080000000007,5.983459616232967,0.043774619902181566
20,4,0.001,0.1,64,mse,1119,42,874,999,1,11,5.986080000000007,5.98566609330935,0.006914486452869184
5,8,0.001,0.1,32,mae,1120,42,874,999,0,10,5.986080000000007,5.986080000000007,0.0
20,64,0.0001,0.1,256,mse,1121,42,874,999,3,13,5.986080000000007,5.98510544518146,0.0162803507228082
20,16,0.0003,0.1,256,mse,1125,42,874,999,6,16,5.986080000000007,5.984128831045616,0.032595103212640364
60,24,0.0001,0.1,32,mae,1123,42,874,999,0,10,5.986080000000007,5.986080000000007,0.0
20,4,0.0003,0.01,256,mae,1126,42,874,999,0,10,5.986080000000007,5.986080000000007,0.0
30,64,0.001,0.0,256,mse,1124,42,874,999,1,11,5.986080000000007,5.984231952209968,0.030872420516248056
